source,table,page,description,series_id,period,value
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",544,Death Rate per 1000,DT30BBS02,1894,23.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",544,Net Fertility Rate per 1000,DT30BBS03,1894,14.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",544,Birth Rate per 1000,DT30BBS01,1895,38.3
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",544,Death Rate per 1000,DT30BBS02,1895,23.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",544,Net Fertility Rate per 1000,DT30BBS03,1895,15.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1896,38.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1896,22.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1896,16.3
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1897,38.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1897,22.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1897,15.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1898,38.3
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1898,21.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1898,16.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1899,37.8
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1899,22.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1899,15.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1900,37.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1900,23.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1900,14.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1901,36.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1901,20.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1901,15.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1902,35.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1902,19.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1902,16.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1903,34.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1903,19.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1903,14.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1904,34.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1904,19.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1904,15.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1905,33.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1905,19.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1905,13.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1906,33.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1906,17.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1906,15.8
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1907,33.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1907,17.8
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1907,15.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1908,32.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1908,17.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1908,14.8
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1909,31.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1909,17.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1909,14.8
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1910,30.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1910,16.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1910,14.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1911,29.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1911,17.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1911,12.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1912,28.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1912,15.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1912,13.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1913,28.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1913,14.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1913,13.3
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1914,27.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1914,19.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1914,8.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1915,21.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1915,22.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1915,-1.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1916,16.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1916,19.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1916,-3.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1917,14.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1917,20.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1917,-6.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1918,14.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1918,25.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1918,-10.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1919,20.3
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1919,15.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1919,4.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1920,25.8
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1920,15.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1920,10.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1921,24.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1921,13.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1921,11.3
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1922,23.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1922,14.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1922,8.7
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1923,21.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1923,13.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1923,7.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1924,20.8
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1924,12.2
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1924,8.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1925,20.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1925,11.8
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1925,9.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1926,19.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1926,11.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1926,8.0
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1927,18.4
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1927,11.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1927,6.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1928,18.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1928,11.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1928,7.1
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1929,17.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1929,12.6
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1929,5.3
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Birth Rate per 1000,DT30BBS01,1930,17.5
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Death Rate per 1000,DT30BBS02,1930,10.9
"Paul H. Douglas, The Theory of Wages","Table XXX Birth, Death And Net Fertility Rates For: (B) Prussia, 1816-1930, Source: Statistisches Jahrbuch fur den Freistaat Preussen.",545,Net Fertility Rate per 1000,DT30BBS03,1930,6.5
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Birth Rate per 1000,DT31BS01,1871,28.973000000000003
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Death Rate per 1000,DT31BS02,1871,27.618
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Net Fertility Rate per 1000,DT31BS03,1871,1.355
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Birth Rate per 1000,DT31BS01,1872,29.783
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Death Rate per 1000,DT31BS02,1872,22.156
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Net Fertility Rate per 1000,DT31BS03,1872,7.627000000000001
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Birth Rate per 1000,DT31BS01,1873,29.678
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Death Rate per 1000,DT31BS02,1873,22.718000000000004
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Net Fertility Rate per 1000,DT31BS03,1873,6.96
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Birth Rate per 1000,DT31BS01,1874,30.393
"Paul H. Douglas, The Theory of Wages","Table XXXI Birth, Death And Net Fertility Rates For Switzerland, 1871-1931, Source: Statistisches Jahrbuch der Schweiz.",546,Death Rate per 1000,DT31BS02,1874,22.267
